"P0. Município","1. Tipo da Categoria. Especificar de acordo com os itens listados abaixo. Caso o atrativo possua mais de uma categoria, registrar um formulário para cada categoria.","2. Situação. Selecionar opção ATIVO ou INATIVO.","3. Nome do Atrativo. Informar o nome pelo qual o atrativo é mais conhecido pela comunidade local ou visitantes.","4. Endereço. Informar com maior detalhamento possível, incluindo rua, número, bairro/distrito e CEP.","5. Bairro. Informar o bairro ou, quando aplicável, o distrito onde se encontra o atrativo.","6. Coordenadas (Lat, Long). Informar as coordenadas geográficas do local em formato decimal. Exemplo: -8.173980914932773, -34.91794704663379.","7. DDD / Telefone. Informar o DDD + Telefone no padrão (XX) XXXXX-XXXX.","8. Site / Rede Social. Informar o link de acesso ao site oficial e/ou nomes dos perfis das redes sociais (ex.: Instagram, Facebook, LinkedIn).","9. E-mail. Informar o e-mail do atrativo.","10. [Principal Produto] Informar o tipo de artesanato produzido (ex.: cerâmica figurativa, escultura figurativa, escultura em madeira, talha, cestaria etc.).","10. [Principal Produto] Informar o tipo de arte produzida (ex.: pintura, escultura etc.).","11.1. [Descrição do atrativo] Informar os tipos de produção artística (ex.: cerâmica, escultura, pintura, tecelagem, gravura, bordado, instalações artísticas, arte digital).","11.2. [Descrição do atrativo] Informar as técnicas e materiais utilizados (ex.: modelagem manual, pintura em tela, tear, reciclagem, escultura em madeira, colagem, técnicas mistas).","11.3. [Descrição do atrativo] Informar os locais de produção ou comercialização (ex.: feiras, ateliês, lojas).","11.4. [Descrição do atrativo] Informar a periodicidade, se aplicável (ex.: feiras sazonais, produção contínua).","11.5. [Descrição do atrativo] Informar a relevância para o turismo (ex.: atrativo para visitantes, workshops para turistas, feiras anuais).","13. Fonte. Informar de onde, pessoa ou órgão/entidade, as informações foram extraídas e inseridas nos campos anteriores.","13.1. Fonte. Incluir contatos, se disponíveis (ex.: nome do responsável, telefone, e-mail).","Pesquisador: ","Pesquisador","Nro. Identificação","Data Início","Data Fim","Latitude","Longitude"
"Jatobá ","Artesãos","ATIVO","Obras de Marcel","Diversos espaços públicos do município de Jatobá - PE, no bairro Itaparica, incluindo praças, muros institucionais e áreas de convivência urbana, sede municipal de Jatobá, CEP 56470-000.","Itaparica","-9.175106546441754, -38.24667666318106","999","999","999","Pintura mural e arte pública com temática cultural sertaneja, utilizando painéis artísticos de inspiração geométrica/cubista.",,"Pintura mural, painéis artísticos e arte pública com temática cultural regional.","Pintura manual em muros e paredes, com uso de tinta acrílica, desenho artístico e composição geométrica em painéis murais.","Espaços públicos de Jatobá-PE, no bairro Itaparica, incluindo a Escola Rural Manoel Gomes de Sá, praças e áreas de convivência urbana. Obras destinadas à exposição pública permanente.","Permanente (visitação durante todo o ano).","Atrativo de turismo cultural que valoriza a identidade sertaneja local, contribuindo para o embelezamento urbano e para o interesse de visitantes em conhecer a produção artística do município.","Levantamento de campo, registros fotográficos próprios, e pesquisa sobre o artista Marcel Bezerra.","999","Cristhian Mateus dos Santos Lima | 1323239933","Preenchimento via link",3431480,07/06/2026 14:09:09,07/06/2026 15:16:01,0.00000000,0.00000000
